        Time / ps                E-Field (Y; 0 0 1000) [1]/real
               2.7866274                               0
               2.7911511                               0
               2.7956749                               0
               2.8001986                               0
               2.8047224                               0
               2.8092461                               0
               2.8137698                               0
               2.8182936                               0
               2.8228173                               0
               2.8273411                               0
               2.8318648                               0
               2.8363886                               0
               2.8409123                               0
               2.8454361                               0
               2.8499598                               0
               2.8544836                               0
               2.8590073                               0
                2.863531                               0
               2.8680548                               0
               2.8725785                               0
               2.8771023                               0
                2.881626                               0
               2.8861498                               0
               2.8906735                               0
               2.8951973                               0
                2.899721                               0
               2.9042448                               0
               2.9087685                               0
               2.9132923                               0
                2.917816                               0
               2.9223397                               0
               2.9268635                               0
               2.9313872                               0
                2.935911                               0
               2.9404347                               0
               2.9449585                               0
               2.9494822                               0
                2.954006                               0
               2.9585297                               0
               2.9630535                               0
               2.9675772                               0
               2.9721009                               0
               2.9766247                               0
               2.9811484                               0
               2.9856722                               0
               2.9901959                               0
               2.9947197                               0
               2.9992434                               0
               3.0037672                               0
               3.0082909                               0
               3.0128147                               0
               3.0173384                               0
               3.0218621                               0
               3.0263859                               0
               3.0309096                               0
               3.0354334                               0
               3.0399571                               0
               3.0444809                               0
               3.0490046                               0
               3.0535284                               0
               3.0580521                               0
               3.0625759                               0
               3.0670996                               0
               3.0716234                               0
               3.0761471                               0
               3.0806708                               0
               3.0851946                               0
               3.0897183                               0
               3.0942421                               0
               3.0987658                               0
               3.1032896                               0
               3.1078133                               0
               3.1123371                               0
               3.1168608                               0
               3.1213846                               0
               3.1259083                               0
                3.130432                               0
               3.1349558                               0
               3.1394795                               0
               3.1440033                               0
                3.148527                               0
               3.1530508                               0
               3.1575745                               0
               3.1620983                               0
                3.166622                               0
               3.1711458                               0
               3.1756695                               0
               3.1801932                               0
                3.184717                               0
               3.1892407                               0
               3.1937645                               0
               3.1982882                               0
                3.202812                               0
               3.2073357                               0
               3.2118595                               0
               3.2163832                               0
                3.220907                               0
               3.2254307                               0
               3.2299545                               0
               3.2344782                               0
               3.2390019                               0
               3.2435257                               0
               3.2480494                               0
               3.2525732                               0
               3.2570969                               0
               3.2616207                               0
               3.2661444                               0
               3.2706682                               0
               3.2751919                               0
               3.2797157                               0
               3.2842394                               0
               3.2887631                               0
               3.2932869                               0
               3.2978106                               0
               3.3023344                               0
               3.3068581                               0
               3.3113819                               0
               3.3159056                               0
               3.3204294                               0
               3.3249531                               0
               3.3294769                               0
               3.3340006                               0
               3.3385243                               0
               3.3430481                               0
               3.3475718                               0
               3.3520956                               0
               3.3566193                               0
               3.3611431                               0
               3.3656668                               0
               3.3701906                               0
               3.3747143                               0
               3.3792381                               0
               3.3837618                               0
               3.3882856                               0
               3.3928093                               0
                3.397333                               0
               3.4018568                               0
               3.4063805                               0
               3.4109043                               0
                3.415428                               0
               3.4199518                               0
               3.4244755                               0
               3.4289993                               0
                3.433523                               0
               3.4380468                               0
               3.4425705                               0
               3.4470942                               0
                3.451618                               0
               3.4561417                               0
               3.4606655                               0
               3.4651892                               0
                3.469713                               0
               3.4742367                               0
               3.4787605                               0
               3.4832842                               0
                3.487808                               0
               3.4923317                               0
               3.4968554                               0
               3.5013792                               0
               3.5059029                               0
               3.5104267                               0
               3.5149504                               0
               3.5194742                               0
               3.5239979                               0
               3.5285217                               0
               3.5330454                               0
               3.5375692                               0
               3.5420929                               0
               3.5466167                               0
               3.5511404                               0
               3.5556641                               0
               3.5601879                               0
               3.5647116                               0
               3.5692354                               0
               3.5737591                               0
               3.5782829                               0
               3.5828066                               0
               3.5873304                               0
               3.5918541                               0
               3.5963779                               0
               3.6009016                               0
               3.6054253                               0
               3.6099491                               0
               3.6144728                               0
               3.6189966                               0
               3.6235203                               0
               3.6280441                               0
               3.6325678                               0
               3.6370916                               0
               3.6416153                               0
               3.6461391                               0
               3.6506628                               0
               3.6551866                               0
               3.6597103                               0
                3.664234                               0
               3.6687578                               0
               3.6732815                               0
               3.6778053                               0
                3.682329                               0
               3.6868528                               0
               3.6913765                               0
               3.6959003                               0
                3.700424                               0
               3.7049478                               0
               3.7094715                               0
               3.7139952                               0
                3.718519                               0
               3.7230427                               0
               3.7275665                               0
               3.7320902                               0
                3.736614                               0
               3.7411377                               0
               3.7456615                               0
               3.7501852                               0
                3.754709                               0
               3.7592327                               0
               3.7637564                               0
               3.7682802                               0
               3.7728039                               0
               3.7773277                               0
               3.7818514                               0
               3.7863752                               0
               3.7908989                               0
               3.7954227                               0
               3.7999464                               0
               3.8044702                               0
               3.8089939                               0
               3.8135177                               0
               3.8180414                               0
               3.8225651                               0
               3.8270889                               0
               3.8316126                               0
               3.8361364                               0
               3.8406601                               0
               3.8451839                               0
               3.8497076                               0
               3.8542314                               0
               3.8587551                               0
               3.8632789                               0
               3.8678026                               0
               3.8723263                               0
               3.8768501                               0
               3.8813738                               0
               3.8858976                               0
               3.8904213                               0
               3.8949451                               0
               3.8994688                               0
               3.9039926                               0
               3.9085163                               0
               3.9130401                               0
               3.9175638                               0
               3.9220875                               0
               3.9266113                               0
                3.931135                               0
               3.9356588                               0
               3.9401825                               0
               3.9447063                               0
                 3.94923                               0
               3.9537538                               0
               3.9582775                               0
               3.9628013                               0
                3.967325                               0
               3.9718488                               0
               3.9763725                               0
               3.9808962                               0
                 3.98542                               0
               3.9899437                               0
               3.9944675                               0
               3.9989912                               0
                4.003515                               0
               4.0080387                               0
               4.0125625                               0
               4.0170862                               0
                 4.02161                               0
               4.0261337                               0
               4.0306574                               0
               4.0351812                               0
               4.0397049                               0
