        Frequency / THz                Eps'/real
               2.0005105                       2.4940021
               2.0027027                       2.4940159
                2.004895                       2.4940298
                2.007087                       2.4940436
               2.0092793                       2.4940572
               2.0114715                       2.4940708
               2.0136638                       2.4940844
               2.0158558                       2.4940979
                2.018048                       2.4941113
               2.0202403                       2.4941247
               2.0224323                       2.4941382
               2.0246246                       2.4941516
               2.0268168                       2.4941647
               2.0290091                       2.4941781
               2.0312011                       2.4941912
               2.0333934                       2.4942043
               2.0355856                       2.4942174
               2.0377777                       2.4942305
               2.0399699                       2.4942436
               2.0421622                       2.4942565
               2.0443544                       2.4942694
               2.0465465                       2.4942822
               2.0487387                       2.4942951
                2.050931                        2.494308
               2.0531232                       2.4943206
               2.0553153                       2.4943335
               2.0575075                       2.4943461
               2.0596998                       2.4943588
               2.0618918                       2.4943714
               2.0640841                       2.4943838
               2.0662763                       2.4943964
               2.0684686                       2.4944088
               2.0706606                       2.4944212
               2.0728528                       2.4944336
               2.0750451                       2.4944458
               2.0772371                       2.4944582
               2.0794294                       2.4944704
               2.0816216                       2.4944825
                2.083348                       2.4944923
               2.0838139                       2.4944949
               2.0860059                       2.4945068
               2.0881982                        2.494519
               2.0903904                       2.4945312
               2.0925825                       2.4945431
               2.0947747                        2.494555
                2.096967                       2.4945669
               2.0991592                       2.4945788
               2.1013513                       2.4945908
               2.1035435                       2.4946024
               2.1057358                       2.4946141
                2.107928                        2.494626
               2.1101201                       2.4946377
               2.1123123                       2.4946492
               2.1145046                       2.4946609
               2.1166966                       2.4946725
               2.1188889                        2.494684
               2.1210811                       2.4946954
               2.1232734                       2.4947069
               2.1254654                       2.4947183
               2.1276577                       2.4947298
               2.1298499                        2.494741
               2.1320419                       2.4947524
               2.1342342                       2.4947636
               2.1364264                       2.4947748
               2.1386187                        2.494786
               2.1408107                       2.4947972
                2.143003                       2.4948084
               2.1451952                       2.4948194
               2.1473875                       2.4948306
               2.1495795                       2.4948416
               2.1517718                       2.4948525
                2.153964                       2.4948635
               2.1561561                       2.4948742
               2.1583483                       2.4948852
               2.1605406                       2.4948959
               2.1627328                       2.4949069
               2.1649249                       2.4949176
               2.1671171                       2.4949284
               2.1693094                       2.4949391
               2.1715014                       2.4949498
               2.1736937                       2.4949603
               2.1758859                        2.494971
               2.1780782                       2.4949815
               2.1802702                        2.494992
               2.1824625                       2.4950025
               2.1846547                        2.495013
               2.1868467                       2.4950235
                2.189039                       2.4950337
               2.1912313                       2.4950442
               2.1934235                       2.4950545
               2.1956155                       2.4950647
               2.1978078                        2.495075
                     2.2                       2.4950852
                     2.2                       2.4950852

