        Time / ps                E-Field (Y; 0 0 1000) [1]/real
               2.6733598                               0
               2.6778833                               0
               2.6824067                               0
               2.6869302                               0
               2.6914536                               0
               2.6959771                               0
               2.7005005                               0
                2.705024                               0
               2.7095474                               0
               2.7140709                               0
               2.7185943                               0
               2.7231178                               0
               2.7276412                               0
               2.7321647                               0
               2.7366881                               0
               2.7412116                               0
                2.745735                               0
               2.7502585                               0
                2.754782                               0
               2.7593054                               0
               2.7638289                               0
               2.7683523                               0
               2.7728758                               0
               2.7773992                               0
               2.7819227                               0
               2.7864461                               0
               2.7909696                               0
                2.795493                               0
               2.8000165                               0
               2.8045399                               0
               2.8090634                               0
               2.8135868                               0
               2.8181103                               0
               2.8226337                               0
               2.8271572                               0
               2.8316806                               0
               2.8362041                               0
               2.8407275                               0
                2.845251                               0
               2.8497744                               0
               2.8542979                               0
               2.8588213                               0
               2.8633448                               0
               2.8678682                               0
               2.8723917                               0
               2.8769151                               0
               2.8814386                               0
                2.885962                               0
               2.8904855                               0
               2.8950089                               0
               2.8995324                               0
               2.9040558                               0
               2.9085793                               0
               2.9131028                               0
               2.9176262                               0
               2.9221497                               0
               2.9266731                               0
               2.9311966                               0
                 2.93572                               0
               2.9402435                               0
               2.9447669                               0
               2.9492904                               0
               2.9538138                               0
               2.9583373                               0
               2.9628607                               0
               2.9673842                               0
               2.9719076                               0
               2.9764311                               0
               2.9809545                               0
                2.985478                               0
               2.9900014                               0
               2.9945249                               0
               2.9990483                               0
               3.0035718                               0
               3.0080952                               0
               3.0126187                               0
               3.0171421                               0
               3.0216656                               0
                3.026189                               0
               3.0307125                               0
               3.0352359                               0
               3.0397594                               0
               3.0442828                               0
               3.0488063                               0
               3.0533297                               0
               3.0578532                               0
               3.0623767                               0
               3.0669001                               0
               3.0714236                               0
                3.075947                               0
               3.0804705                               0
               3.0849939                               0
               3.0895174                               0
               3.0940408                               0
               3.0985643                               0
               3.1030877                               0
               3.1076112                               0
               3.1121346                               0
               3.1166581                               0
               3.1211815                               0
                3.125705                               0
               3.1302284                               0
               3.1347519                               0
               3.1392753                               0
               3.1437988                               0
               3.1483222                               0
               3.1528457                               0
               3.1573691                               0
               3.1618926                               0
                3.166416                               0
               3.1709395                               0
               3.1754629                               0
               3.1799864                               0
               3.1845098                               0
               3.1890333                               0
               3.1935567                               0
               3.1980802                               0
               3.2026036                               0
               3.2071271                               0
               3.2116506                               0
                3.216174                               0
               3.2206975                               0
               3.2252209                               0
               3.2297444                               0
               3.2342678                               0
               3.2387913                               0
               3.2433147                               0
               3.2478382                               0
               3.2523616                               0
               3.2568851                               0
               3.2614085                               0
                3.265932                               0
               3.2704554                               0
               3.2749789                               0
               3.2795023                               0
               3.2840258                               0
               3.2885492                               0
               3.2930727                               0
               3.2975961                               0
               3.3021196                               0
                3.306643                               0
               3.3111665                               0
               3.3156899                               0
               3.3202134                               0
               3.3247368                               0
               3.3292603                               0
               3.3337837                               0
               3.3383072                               0
               3.3428306                               0
               3.3473541                               0
               3.3518775                               0
                3.356401                               0
               3.3609244                               0
               3.3654479                               0
               3.3699714                               0
               3.3744948                               0
               3.3790183                               0
               3.3835417                               0
               3.3880652                               0
               3.3925886                               0
               3.3971121                               0
               3.4016355                               0
                3.406159                               0
               3.4106824                               0
               3.4152059                               0
               3.4197293                               0
               3.4242528                               0
               3.4287762                               0
               3.4332997                               0
               3.4378231                               0
               3.4423466                               0
                 3.44687                               0
               3.4513935                               0
               3.4559169                               0
               3.4604404                               0
               3.4649638                               0
               3.4694873                               0
               3.4740107                               0
               3.4785342                               0
               3.4830576                               0
               3.4875811                               0
               3.4921045                               0
                3.496628                               0
