        Frequency / THz                Eps''/real
              0.99429429                      0.90391266
              0.99648649                      0.90192407
              0.99867868                      0.89994431
               1.0008708                      0.89797318
               1.0030631                      0.89601064
               1.0052552                      0.89405668
               1.0074475                      0.89211124
               1.0096396                      0.89017421
               1.0118319                      0.88824558
                1.014024                      0.88632536
               1.0162162                      0.88441336
               1.0184084                      0.88250959
               1.0206006                      0.88061398
               1.0227928                      0.87872654
                1.024985                      0.87684715
               1.0260558                      0.87593204
               1.0271772                       0.8749758
               1.0293694                      0.87311244
               1.0315616                      0.87125695
               1.0337538                      0.86940932
               1.0359459                      0.86756957
               1.0381382                      0.86573756
               1.0403303                       0.8639133
               1.0425225                      0.86209667
               1.0447147                      0.86028767
               1.0469069                      0.85848624
               1.0490991                      0.85669237
               1.0512913                      0.85490596
               1.0534835                        0.853127
               1.0556756                      0.85135537
               1.0578679                      0.84959114
                 1.06006                      0.84783423
               1.0622523                      0.84608454
               1.0644444                      0.84434205
               1.0666367                      0.84260672
               1.0688288                      0.84087849
               1.0710211                      0.83915734
               1.0732132                      0.83744329
               1.0754054                      0.83573616
               1.0775976                      0.83403599
               1.0797898                      0.83234274
                1.081982                      0.83065635
               1.0835073                      0.82948703
               1.0841742                      0.82897675
               1.0863664                      0.82730395
               1.0885586                      0.82563788
               1.0907507                      0.82397848
                1.092943                      0.82232583
               1.0951351                      0.82067972
               1.0973274                      0.81904018
               1.0995195                      0.81740719
               1.1017118                       0.8157807
               1.1039039                       0.8141607
               1.1060961                      0.81254709
               1.1082883                      0.81093991
               1.1104804                      0.80933899
               1.1126727                      0.80774444
               1.1148648                      0.80615616
               1.1170571                      0.80457407
               1.1192492                      0.80299824
               1.1214415                      0.80142856
               1.1236336                      0.79986495
               1.1258259                      0.79830748
                1.128018                      0.79675603
               1.1302102                      0.79521066
               1.1324024                      0.79367119
               1.1345946                      0.79213774
               1.1367868                      0.79061013
                1.138979                      0.78908849
               1.1411712                      0.78757262
               1.1433634                       0.7860626
               1.1441755                      0.78550464
               1.1455555                      0.78455836
               1.1477478                      0.78305984
               1.1499399                      0.78156704
               1.1521322                      0.78007996
               1.1543243                      0.77859849
               1.1565166                      0.77712268
               1.1587087                      0.77565241
                1.160901                      0.77418768
               1.1630931                       0.7727285
               1.1652852                      0.77127481
               1.1674775                      0.76982659
               1.1696696                      0.76838374
               1.1718619                      0.76694638
                1.174054                      0.76551431
               1.1762463                      0.76408762
               1.1784384                      0.76266623
               1.1806307                      0.76125008
               1.1828228                      0.75983924
                1.185015                      0.75843358
               1.1872072                      0.75703311
               1.1893994                      0.75563782
               1.1915916                      0.75424767
               1.1937838                      0.75286263
                1.195976                      0.75148267
               1.1981682                      0.75010771
               1.2003604                      0.74873781
               1.2025526                      0.74737287
               1.2047447                      0.74601293
                1.206937                      0.74465793
               1.2082407                      0.74385434
               1.2091291                      0.74330783
               1.2113214                      0.74196267
               1.2135135                      0.74062228
               1.2157058                      0.73928678
               1.2178979                      0.73795611
                 1.22009                       0.7366302
               1.2222823                        0.735309
               1.2244744                      0.73399258
               1.2266667                      0.73268086
               1.2288588                      0.73137379
               1.2310511                      0.73007143
               1.2332432                      0.72877365
               1.2354355                      0.72748047
               1.2376276                      0.72619194
               1.2398198                      0.72490788
                1.242012                       0.7236284
               1.2442042                      0.72235346
               1.2463964                      0.72108293
               1.2485886                      0.71981692
               1.2507808                      0.71855533
                1.252973                      0.71729815
               1.2551652                      0.71604532
               1.2573574                       0.7147969
               1.2595495                      0.71355283
               1.2617418                      0.71231312
               1.2639339                      0.71107763
               1.2661262                       0.7098465
               1.2683183                      0.70861959
               1.2705106                      0.70739686
               1.2727027                      0.70617843
                1.274895                      0.70496416
               1.2758932                      0.70441252
               1.2770871                      0.70375401
               1.2792792                      0.70254809
               1.2814715                      0.70134622
               1.2836636                      0.70014846
               1.2858559                      0.69895482
                1.288048                      0.69776523
               1.2902403                      0.69657969
               1.2924324                      0.69539821
               1.2946246                      0.69422066
               1.2968168                      0.69304711
                1.299009                      0.69187754
               1.3012012                      0.69071192
               1.3033934                      0.68955022
               1.3055856                       0.6883924
               1.3077778                      0.68723845
                 1.30997                      0.68608838
               1.3121622                      0.68494213
               1.3143543                      0.68379974
               1.3165466                      0.68266118
               1.3187387                      0.68152636
                1.320931                      0.68039531
               1.3231231                        0.679268
               1.3253154                       0.6781444
               1.3275075                      0.67702454
               1.3296998                      0.67590839
               1.3318919                      0.67479587
                1.334084                      0.67368704
               1.3362763                      0.67258185
               1.3384684                       0.6714803
               1.3406607                      0.67038232
               1.3428528                      0.66928792
               1.3450451                       0.6681971
               1.3472372                      0.66710979
               1.3473337                      0.66706204
               1.3494295                      0.66602606
               1.3516216                      0.66494584
               1.3538138                      0.66386914
