        Frequency / THz                Eps'/real
----------------------------------------------------------------------
            0.0099999998                       4.8400002
             0.010559925                       4.8400002
             0.011151202                       4.8400002
             0.011775586                       4.8400002
             0.012192192                       4.8400002
              0.01243493                       4.8400002
             0.013131193                       4.8400002
             0.013866441                       4.8400002
             0.014384384                       4.8400002
             0.014642858                       4.8400002
             0.015462748                       4.8400002
             0.016328545                       4.8400002
             0.016576577                       4.8400002
             0.017242823                       4.8400002
             0.018208291                       4.8400002
             0.018768769                       4.8400002
              0.01922782                       4.8400002
             0.020304432                       4.8400002
             0.020960961                       4.8400002
             0.021441329                       4.8400002
             0.022641882                       4.8400002
             0.023153152                       4.8400002
             0.023909658                       4.8400002
             0.025248419                       4.8400002
             0.025345346                       4.8400002
             0.026662141                       4.8400002
             0.027537538                       4.8400002
             0.028155021                       4.8400002
              0.02972973                       4.8400002
             0.029731492                       4.8400002
             0.031396233                       4.8400002
             0.031921923                       4.8400002
             0.033154186                       4.8400002
             0.034114115                       4.8400002
             0.035010573                       4.8400002
             0.036306307                       4.8400002
             0.036970902                       4.8400002
             0.038498498                       4.8400002
             0.039040994                       4.8400002
              0.04069069                       4.8400002
             0.041226998                       4.8400002
             0.042882882                       4.8400002
               0.0435354                       4.8400002
             0.045075074                       4.8400002
             0.045973059                       4.8400002
             0.047267266                       4.8400002
             0.048547205                       4.8400002
             0.049459461                       4.8400002
             0.051265482                       4.8400002
             0.051651653                       4.8400002
             0.053843845                       4.8400002
             0.054135967                       4.8400002
             0.056036036                       4.8400002
             0.057167172                       4.8400002
             0.058228228                       4.8400002
             0.060368106                       4.8400002
              0.06042042                       4.8400002
             0.062612616                       4.8400002
              0.06374827                       4.8400002
             0.064804807                       4.8400002
             0.066996999                       4.8400002
             0.067317694                       4.8400002
             0.069189191                       4.8400002
              0.07108698                       4.8400002
             0.071381383                       4.8400002
             0.073573574                       4.8400002
             0.075067319                       4.8400002
             0.075765766                       4.8400002
             0.077957958                       4.8400002
             0.079270527                       4.8400002
              0.08015015                       4.8400002
             0.082342342                       4.8400002
             0.083709083                       4.8400002
             0.084534533                       4.8400002
             0.086726725                       4.8400002
             0.088396162                       4.8400002
             0.088918917                       4.8400002
             0.091111109                       4.8400002
               0.0933033                       4.8400002
             0.093345687                       4.8400002
             0.095495492                       4.8400002
             0.097687684                       4.8400002
             0.098572344                       4.8400002
             0.099879883                       4.8400002
              0.10207208                       4.8400002
              0.10409165                       4.8400002
              0.10426427                       4.8400002
              0.10645646                       4.8400002
              0.10864865                       4.8400002
              0.10992001                       4.8400002
              0.11084084                       4.8400002
              0.11303303                       4.8400002
              0.11522523                       4.8400002
               0.1160747                       4.8400002
              0.11741742                       4.8400002
              0.11960961                       4.8400002
               0.1218018                       4.8400002
              0.12257402                       4.8400002
              0.12399399                       4.8400002
              0.12618619                       4.8400002
              0.12837838                       4.8400002
              0.12943724                       4.8400002
              0.13057058                       4.8400002
              0.13276276                       4.8400002
              0.13495496                       4.8400002
              0.13668476                       4.8400002
              0.13714714                       4.8400002
              0.13933934                       4.8400002
              0.14153153                       4.8400002
              0.14372373                       4.8400002
              0.14433809                       4.8400002
              0.14591591                       4.8400002
              0.14810811                       4.8400002
              0.15030029                       4.8400002
              0.15241992                       4.8400002
              0.15249249                       4.8400002
              0.15468468                       4.8400002
              0.15687688                       4.8400002
              0.15906908                       4.8400002
               0.1609543                       4.8400002
              0.16126126                       4.8400002
              0.16345346                       4.8400002
              0.16564564                       4.8400002
              0.16783784                       4.8400002
              0.16996653                       4.8400002
              0.17003003                       4.8400002
              0.17222223                       4.8400002
              0.17441441                       4.8400002
              0.17660661                       4.8400002
              0.17879879                       4.8400002
              0.17948338                       4.8400002
              0.18099099                       4.8400002
              0.18318318                       4.8400002
              0.18537538                       4.8400002
              0.18756756                       4.8400002
              0.18953311                       4.8400002
              0.18975976                       4.8400002
              0.19195195                       4.8400002
              0.19414414                       4.8400002
              0.19633633                       4.8400002
              0.19852853                       4.8400002
              0.20014554                       4.8400002
              0.20072073                       4.8400002
              0.20291291                       4.8400002
              0.20510511                       4.8400002
               0.2072973                       4.8400002
              0.20948949                       4.8400002
               0.2113522                       4.8400002
              0.21168168                       4.8400002
              0.21387388                       4.8400002
              0.21606606                       4.8400002
              0.21825826                       4.8400002
              0.22045045                       4.8400002
              0.22264265                       4.8400002
              0.22318634                       4.8400002
              0.22483483                       4.8400002
              0.22702703                       4.8400002
              0.22921921                       4.8400002
              0.23141141                       4.8400002
               0.2336036                       4.8400002
               0.2356831                       4.8400002
               0.2357958                       4.8400002
                0.237988                       4.8400002
              0.24018018                       4.8400002
              0.24237238                       4.8400002
              0.24456456                       4.8400002
              0.24675676                       4.8400002
              0.24887958                       4.8400002
              0.24894895                       4.8400002
              0.25114113                       4.8400002
              0.25333333                       4.8400002
              0.25552553                       4.8400002
              0.25771773                       4.8400002
               0.2599099                       4.8400002
               0.2621021                       4.8400002
              0.26281497                       4.8400002
               0.2642943                       4.8400002
               0.2664865                       4.8400002
              0.26867867                       4.8400002
              0.27087086                       4.8400002
              0.27306306                       4.8400002
              0.27525526                       4.8400002
              0.27744746                       4.8400002
              0.27753064                       4.8400002
              0.27963963                       4.8400002
              0.28183183                       4.8400002
              0.28402403                       4.8400002
              0.28621623                       4.8400002
               0.2884084                       4.8400002
               0.2906006                       4.8400002
               0.2927928                       4.8400002
              0.29307029                       4.8400002
                0.294985                       4.8400002
              0.29717717                       4.8400002
              0.29936936                       4.8400002
              0.30156156                       4.8400002
              0.30375376                       4.8400002
              0.30594593                       4.8400002
              0.30813813                       4.8400002
              0.30948001                       4.8400002
              0.31033033                       4.8400002
              0.31252253                       4.8400002
               0.3147147                       4.8400002
               0.3169069                       4.8400002
               0.3190991                       4.8400002
               0.3212913                       4.8400002
               0.3234835                       4.8400002
              0.32567567                       4.8400002
              0.32680857                       4.8400002
              0.32786787                       4.8400002
              0.33006006                       4.8400002
              0.33225226                       4.8400002
              0.33444443                       4.8400002
              0.33663663                       4.8400002
              0.33882883                       4.8400002
              0.34102103                       4.8400002
               0.3432132                       4.8400002
              0.34510741                       4.8400002
               0.3454054                       4.8400002
               0.3475976                       4.8400002
               0.3497898                       4.8400002
              0.35198197                       4.8400002
              0.35417417                       4.8400002
              0.35636637                       4.8400002
              0.35855857                       4.8400002
              0.36075076                       4.8400002
              0.36294293                       4.8400002
              0.36443084                       4.8400002
              0.36513513                       4.8400002
              0.36732733                       4.8400002
              0.36951953                       4.8400002
               0.3717117                       4.8400002
               0.3739039                       4.8400002
               0.3760961                       4.8400002
               0.3782883                       4.8400002
              0.38048047                       4.8400002
              0.38267267                       4.8400002
              0.38483623                       4.8400002
              0.38486487                       4.8400002
              0.38705707                       4.8400002
              0.38924924                       4.8400002
              0.39144143                       4.8400002
              0.39363363                       4.8400002
              0.39582583                       4.8400002
              0.39801803                       4.8400002
               0.4002102                       4.8400002
               0.4024024                       4.8400002
               0.4045946                       4.8400002
              0.40638417                       4.8400002
               0.4067868                       4.8400002
              0.40897897                       4.8400002
              0.41117117                       4.8400002
              0.41336337                       4.8400002
              0.41555557                       4.8400002
              0.41774774                       4.8400002
              0.41993994                       4.8400002
              0.42213213                       4.8400002
              0.42432433                       4.8400002
               0.4265165                       4.8400002
               0.4287087                       4.8400002
              0.42913863                       4.8400002
