        Frequency / THz                Eps' (Fit)/real
               1.9917418                       3.9451537
               1.9939339                        3.944041
               1.9961262                       3.9429297
               1.9983183                       3.9418201
               2.0005105                       3.9407122
               2.0027027                       3.9396057
                2.004895                       3.9385009
                2.007087                       3.9373977
               2.0092793                       3.9362962
               2.0114715                       3.9351962
               2.0136638                       3.9340978
               2.0158558                        3.933001
                2.018048                       3.9319057
               2.0202403                       3.9308121
               2.0224323                       3.9297202
               2.0246246                       3.9286299
               2.0268168                        3.927541
               2.0290091                       3.9264536
               2.0312011                       3.9253681
               2.0333934                        3.924284
               2.0355856                       3.9232013
               2.0377777                       3.9221206
               2.0399699                       3.9210413
               2.0421622                       3.9199634
               2.0443544                       3.9188871
               2.0465465                       3.9178126
               2.0487387                       3.9167395
                2.050931                        3.915668
               2.0531232                       3.9145982
               2.0553153                       3.9135299
               2.0575075                       3.9124629
               2.0596998                       3.9113977
               2.0618918                       3.9103341
               2.0640841                        3.909272
               2.0662763                       3.9082115
               2.0684686                       3.9071524
               2.0706606                        3.906095
               2.0728528                       3.9050393
               2.0750451                        3.903985
               2.0772371                       3.9029322
               2.0794294                        3.901881
               2.0816216                       3.9008312
                2.083348                       3.9000056
               2.0838139                       3.8997831
               2.0860059                       3.8987365
               2.0881982                       3.8976915
               2.0903904                       3.8966479
               2.0925825                        3.895606
               2.0947747                       3.8945656
                2.096967                       3.8935268
               2.0991592                       3.8924894
               2.1013513                       3.8914535
               2.1035435                       3.8904192
               2.1057358                       3.8893867
                2.107928                       3.8883553
               2.1101201                       3.8873255
               2.1123123                       3.8862975
               2.1145046                       3.8852708
               2.1166966                       3.8842456
               2.1188889                       3.8832221
               2.1210811                          3.8822
               2.1232734                       3.8811793
               2.1254654                       3.8801603
               2.1276577                       3.8791428
               2.1298499                       3.8781266
               2.1320419                       3.8771122
               2.1342342                       3.8760991
               2.1364264                       3.8750875
               2.1386187                       3.8740773
               2.1408107                       3.8730688
                2.143003                        3.872062
               2.1451952                       3.8710563
               2.1473875                       3.8700523
               2.1495795                       3.8690498
               2.1517718                       3.8680487
                2.153964                        3.867049
               2.1561561                        3.866051
               2.1583483                       3.8650544
               2.1605406                       3.8640592
               2.1627328                       3.8630657
               2.1649249                       3.8620737
               2.1671171                       3.8610828
               2.1693094                       3.8600936
               2.1715014                       3.8591061
               2.1736937                       3.8581197
               2.1758859                       3.8571351
               2.1780782                       3.8561516
               2.1802702                       3.8551698
               2.1824625                       3.8541896
               2.1846547                       3.8532107
               2.1868467                       3.8522332
                2.189039                       3.8512573
               2.1912313                       3.8502827
               2.1934235                       3.8493097
               2.1956155                       3.8483381
               2.1978078                        3.847368
                     2.2                       3.8463993
                     2.2                       3.8463993

