        Time / ps                E-Field (X; 0 0 1400) [1]/real
               1.4290798                               0
               1.4336022                               0
               1.4381246                               0
                1.442647                               0
               1.4471694                               0
               1.4516918                               0
               1.4562142                               0
               1.4607366                               0
                1.465259                               0
               1.4697814                               0
               1.4743038                               0
               1.4788262                               0
               1.4833486                               0
                1.487871                               0
               1.4923934                               0
               1.4969158                               0
               1.5014383                               0
               1.5059607                               0
               1.5104831                               0
               1.5150055                               0
               1.5195279                               0
               1.5240503                               0
               1.5285727                               0
               1.5330951                               0
               1.5376175                               0
               1.5421399                               0
               1.5466623                               0
               1.5511847                               0
               1.5557071                               0
               1.5602295                               0
               1.5647519                               0
               1.5692743                               0
               1.5737967                               0
               1.5783191                               0
               1.5828415                               0
               1.5873639                               0
               1.5918863                               0
               1.5964087                               0
               1.6009311                               0
               1.6054536                               0
                1.609976                               0
               1.6144984                               0
               1.6190208                               0
               1.6235432                               0
               1.6280656                               0
                1.632588                               0
               1.6371104                               0
               1.6416328                               0
               1.6461552                               0
               1.6506776                               0
                  1.6552                               0
               1.6597224                               0
               1.6642448                               0
               1.6687672                               0
               1.6732896                               0
                1.677812                               0
               1.6823344                               0
               1.6868568                               0
               1.6913792                               0
               1.6959016                               0
                1.700424                               0
               1.7049464                               0
               1.7094689                               0
               1.7139913                               0
               1.7185137                               0
               1.7230361                               0
               1.7275585                               0
               1.7320809                               0
               1.7366033                               0
               1.7411257                               0
               1.7456481                               0
               1.7501705                               0
               1.7546929                               0
               1.7592153                               0
               1.7637377                               0
               1.7682601                               0
               1.7727825                               0
               1.7773049                               0
               1.7818273                               0
               1.7863497                               0
               1.7908721                               0
               1.7953945                               0
               1.7999169                               0
               1.8044393                               0
               1.8089617                               0
               1.8134842                               0
               1.8180066                               0
                1.822529                               0
               1.8270514                               0
               1.8315738                               0
               1.8360962                               0
               1.8406186                               0
                1.845141                               0
               1.8496634                               0
               1.8541858                               0
               1.8587082                               0
               1.8632306                               0
                1.867753                               0
               1.8722754                               0
               1.8767978                               0
               1.8813202                               0
               1.8858426                               0
                1.890365                               0
               1.8948874                               0
               1.8994098                               0
               1.9039322                               0
               1.9084546                               0
                1.912977                               0
               1.9174995                               0
               1.9220219                               0
               1.9265443                               0
               1.9310667                               0
               1.9355891                               0
               1.9401115                               0
               1.9446339                               0
               1.9491563                               0
               1.9536787                               0
               1.9582011                               0
               1.9627235                               0
               1.9672459                               0
               1.9717683                               0
               1.9762907                               0
               1.9808131                               0
               1.9853355                               0
               1.9898579                               0
               1.9943803                               0
               1.9989027                               0
               2.0034251                               0
               2.0079475                               0
               2.0124699                               0
               2.0169923                               0
               2.0215148                               0
               2.0260372                               0
               2.0305596                               0
                2.035082                               0
               2.0396044                               0
               2.0441268                               0
               2.0486492                               0
               2.0531716                               0
                2.057694                               0
               2.0622164                               0
               2.0667388                               0
               2.0712612                               0
               2.0757836                               0
                2.080306                               0
               2.0848284                               0
               2.0893508                               0
               2.0938732                               0
               2.0983956                               0
                2.102918                               0
               2.1074404                               0
               2.1119628                               0
               2.1164852                               0
               2.1210076                               0
               2.1255301                               0
               2.1300525                               0
               2.1345749                               0
               2.1390973                               0
               2.1436197                               0
               2.1481421                               0
               2.1526645                               0
               2.1571869                               0
               2.1617093                               0
               2.1662317                               0
               2.1707541                               0
               2.1752765                               0
               2.1797989                               0
               2.1843213                               0
               2.1888437                               0
               2.1933661                               0
               2.1978885                               0
               2.2024109                               0
               2.2069333                               0
               2.2114557                               0
               2.2159781                               0
               2.2205005                               0
               2.2250229                               0
               2.2295454                               0
               2.2340678                               0
               2.2385902                               0
               2.2431126                               0
                2.247635                               0
               2.2521574                               0
               2.2566798                               0
               2.2612022                               0
               2.2657246                               0
                2.270247                               0
               2.2747694                               0
               2.2792918                               0
               2.2838142                               0
               2.2883366                               0
                2.292859                               0
               2.2973814                               0
               2.3019038                               0
               2.3064262                               0
               2.3109486                               0
                2.315471                               0
               2.3199934                               0
               2.3245158                               0
               2.3290382                               0
               2.3335607                               0
               2.3380831                               0
               2.3426055                               0
               2.3471279                               0
               2.3516503                               0
               2.3561727                               0
               2.3606951                               0
               2.3652175                               0
               2.3697399                               0
               2.3742623                               0
               2.3787847                               0
               2.3833071                               0
               2.3878295                               0
               2.3923519                               0
               2.3968743                               0
               2.4013967                               0
               2.4059191                               0
               2.4104415                               0
               2.4149639                               0
               2.4194863                               0
               2.4240087                               0
               2.4285311                               0
               2.4330536                               0
                2.437576                               0
               2.4420984                               0
               2.4466208                               0
               2.4511432                               0
               2.4556656                               0
                2.460188                               0
               2.4647104                               0
               2.4692328                               0
               2.4737552                               0
               2.4782776                               0
                  2.4828                               0
               2.4873224                               0
               2.4918448                               0
               2.4963672                               0
               2.5008896                               0
                2.505412                               0
               2.5099344                               0
               2.5144568                               0
               2.5189792                               0
               2.5235016                               0
                2.528024                               0
               2.5325464                               0
               2.5370689                               0
               2.5415913                               0
               2.5461137                               0
               2.5506361                               0
               2.5551585                               0
               2.5596809                               0
               2.5642033                               0
               2.5687257                               0
               2.5732481                               0
               2.5777705                               0
               2.5822929                               0
               2.5868153                               0
               2.5913377                               0
               2.5958601                               0
               2.6003825                               0
               2.6049049                               0
               2.6094273                               0
               2.6139497                               0
               2.6184721                               0
               2.6229945                               0
               2.6275169                               0
               2.6320393                               0
               2.6365617                               0
               2.6410842                               0
               2.6456066                               0
                2.650129                               0
               2.6546514                               0
               2.6591738                               0
               2.6636962                               0
               2.6682186                               0
                2.672741                               0
               2.6772634                               0
               2.6817858                               0
               2.6863082                               0
               2.6908306                               0
                2.695353                               0
               2.6998754                               0
               2.7043978                               0
               2.7089202                               0
               2.7134426                               0
                2.717965                               0
               2.7224874                               0
               2.7270098                               0
               2.7315322                               0
               2.7360546                               0
                2.740577                               0
               2.7450995                               0
               2.7496219                               0
               2.7541443                               0
               2.7586667                               0
               2.7631891                               0
               2.7677115                               0
               2.7722339                               0
               2.7767563                               0
               2.7812787                               0
               2.7858011                               0
               2.7903235                               0
               2.7948459                               0
               2.7993683                               0
               2.8038907                               0
               2.8084131                               0
               2.8129355                               0
               2.8174579                               0
               2.8219803                               0
               2.8265027                               0
               2.8310251                               0
               2.8355475                               0
               2.8400699                               0
               2.8445923                               0
               2.8491148                               0
               2.8536372                               0
               2.8581596                               0
                2.862682                               0
               2.8672044                               0
               2.8717268                               0
               2.8762492                               0
               2.8807716                               0
                2.885294                               0
               2.8898164                               0
               2.8943388                               0
               2.8988612                               0
               2.9033836                               0
                2.907906                               0
               2.9124284                               0
               2.9169508                               0
               2.9214732                               0
               2.9259956                               0
                2.930518                               0
               2.9350404                               0
               2.9395628                               0
               2.9440852                               0
               2.9486076                               0
               2.9531301                               0
               2.9576525                               0
               2.9621749                               0
               2.9666973                               0
               2.9712197                               0
               2.9757421                               0
               2.9802645                               0
               2.9847869                               0
               2.9893093                               0
               2.9938317                               0
               2.9983541                               0
               3.0028765                               0
               3.0073989                               0
               3.0119213                               0
               3.0164437                               0
               3.0209661                               0
               3.0254885                               0
               3.0300109                               0
               3.0345333                               0
               3.0390557                               0
               3.0435781                               0
               3.0481005                               0
               3.0526229                               0
               3.0571454                               0
               3.0616678                               0
               3.0661902                               0
               3.0707126                               0
                3.075235                               0
               3.0797574                               0
               3.0842798                               0
               3.0888022                               0
               3.0933246                               0
                3.097847                               0
               3.1023694                               0
               3.1068918                               0
               3.1114142                               0
               3.1159366                               0
                3.120459                               0
               3.1249814                               0
               3.1295038                               0
               3.1340262                               0
               3.1385486                               0
                3.143071                               0
               3.1475934                               0
               3.1521158                               0
               3.1566382                               0
               3.1611607                               0
               3.1656831                               0
               3.1702055                               0
               3.1747279                               0
               3.1792503                               0
               3.1837727                               0
               3.1882951                               0
               3.1928175                               0
               3.1973399                               0
               3.2018623                               0
               3.2063847                               0
               3.2109071                               0
               3.2154295                               0
               3.2199519                               0
               3.2244743                               0
               3.2289967                               0
               3.2335191                               0
               3.2380415                               0
               3.2425639                               0
