        Frequency / THz                Eps'' (Fit)/real
               1.9807808                       1.9253572
                1.982973                       1.9241899
               1.9851651                       1.9230237
               1.9873574                       1.9218587
               1.9895495                       1.9206949
               1.9917418                       1.9195323
               1.9939339                       1.9183708
               1.9961262                       1.9172107
               1.9983183                       1.9160516
               2.0005105                       1.9148936
               2.0027027                       1.9137369
                2.004895                       1.9125814
                2.007087                        1.911427
               2.0092793                       1.9102738
               2.0114715                       1.9091218
               2.0136638                       1.9079709
               2.0158558                       1.9068211
                2.018048                       1.9056726
               2.0202403                       1.9045252
               2.0224323                       1.9033788
               2.0246246                       1.9022337
               2.0268168                       1.9010897
               2.0290091                       1.8999468
               2.0312011                       1.8988051
               2.0333934                       1.8976645
               2.0355856                       1.8965251
               2.0377777                       1.8953868
               2.0399699                       1.8942497
               2.0421622                       1.8931136
               2.0443544                       1.8919787
               2.0465465                       1.8908449
               2.0487387                       1.8897123
                2.050931                       1.8885808
               2.0531232                       1.8874503
               2.0553153                       1.8863211
               2.0575075                       1.8851929
               2.0596998                       1.8840657
               2.0618918                       1.8829398
               2.0640841                       1.8818148
               2.0662763                       1.8806912
               2.0684686                       1.8795685
               2.0706606                       1.8784469
               2.0728528                       1.8773264
               2.0750451                        1.876207
               2.0772371                       1.8750888
               2.0794294                       1.8739716
               2.0816216                       1.8728554
                2.083348                       1.8719772
               2.0838139                       1.8717405
               2.0860059                       1.8706266
               2.0881982                       1.8695138
               2.0903904                       1.8684019
               2.0925825                       1.8672912
               2.0947747                       1.8661816
                2.096967                       1.8650731
               2.0991592                       1.8639656
               2.1013513                       1.8628592
               2.1035435                       1.8617539
               2.1057358                       1.8606497
                2.107928                       1.8595465
               2.1101201                       1.8584443
               2.1123123                       1.8573433
               2.1145046                       1.8562433
               2.1166966                       1.8551444
               2.1188889                       1.8540465
               2.1210811                       1.8529496
               2.1232734                       1.8518538
               2.1254654                       1.8507591
               2.1276577                       1.8496654
               2.1298499                       1.8485727
               2.1320419                       1.8474811
               2.1342342                       1.8463906
               2.1364264                       1.8453012
               2.1386187                       1.8442127
               2.1408107                       1.8431252
                2.143003                       1.8420388
               2.1451952                       1.8409535
               2.1473875                       1.8398691
               2.1495795                       1.8387858
               2.1517718                       1.8377035
                2.153964                       1.8366222
               2.1561561                        1.835542
               2.1583483                       1.8344628
               2.1605406                       1.8333846
               2.1627328                       1.8323075
               2.1649249                       1.8312314
               2.1671171                       1.8301562
               2.1693094                       1.8290821
               2.1715014                        1.828009
               2.1736937                       1.8269368
               2.1758859                       1.8258657
               2.1780782                       1.8247957
               2.1802702                       1.8237267
               2.1824625                       1.8226587
               2.1846547                       1.8215915
               2.1868467                       1.8205255
                2.189039                       1.8194604
               2.1912313                       1.8183963
               2.1934235                       1.8173333
               2.1956155                       1.8162712
               2.1978078                       1.8152101
                     2.2                       1.8141501
                     2.2                       1.8141501

